"","Hi_2338_1","Hi_2338_2","Hi_2338_3","Hi_2338_4","Hi_2338_5","Hi_2338_6","Hi_2338_7","Hi_2338_8","Hi_2338_9","Hi_2338_10","Hi_2338_11","Hi_2338_12","Hi_2338_13","Hi_2338_14","Hi_2338_15","Hi_2338_16","Hi_2338_17","Hi_2338_18","Hi_2338_19","Hi_2338_20","Hi_2338_21","Hi_2338_22","Hi_2339_1","Hi_2339_2","Hi_2339_3","Hi_2339_4","Hi_2339_5","Hi_2339_6","Hi_2339_7","Hi_2339_8","Hi_2339_9","Hi_2339_10","Hi_2339_11","Hi_2339_12","Hi_2339_13","Hi_2339_14","Hi_2339_15","Hi_2339_16","Hi_2339_17","Hi_K562_1","Hi_K562_2","Hi_K562_3","Hi_K562_4","Hi_K562_5","Hi_K562_6","Hi_K562_7","Hi_K562_8","Hi_K562_9","Hi_K562_10","Hi_K562_11","Hi_BJ_1","Hi_BJ_2","Hi_BJ_3","Hi_BJ_4","Hi_BJ_5","Hi_BJ_6","Hi_BJ_7","Hi_BJ_8","Hi_BJ_9","Hi_BJ_10","Hi_BJ_11","Hi_BJ_12","Hi_BJ_13","Hi_BJ_14","Hi_BJ_15","Hi_BJ_16","Hi_BJ_17","Hi_BJ_18","Hi_BJ_19","Hi_BJ_20","Hi_BJ_21","Hi_BJ_22","Hi_BJ_23","Hi_BJ_24","Hi_BJ_25","Hi_BJ_26","Hi_BJ_27","Hi_BJ_28","Hi_BJ_29","Hi_BJ_30","Hi_BJ_31","Hi_BJ_32","Hi_BJ_33","Hi_BJ_34","Hi_BJ_35","Hi_BJ_36","Hi_BJ_37","Hi_K562_12","Hi_K562_13","Hi_K562_14","Hi_K562_15","Hi_K562_16","Hi_K562_17","Hi_K562_18","Hi_K562_19","Hi_K562_20","Hi_K562_21","Hi_K562_22","Hi_K562_23","Hi_K562_24","Hi_K562_25","Hi_K562_26","Hi_K562_27","Hi_K562_28","Hi_K562_29","Hi_K562_30","Hi_K562_31","Hi_K562_32","Hi_K562_33","Hi_K562_34","Hi_K562_35","Hi_K562_36","Hi_K562_37","Hi_K562_38","Hi_K562_39","Hi_K562_40","Hi_K562_41","Hi_K562_42","Hi_HL60_1","Hi_HL60_2","Hi_HL60_3","Hi_HL60_4","Hi_HL60_5","Hi_HL60_6","Hi_HL60_7","Hi_HL60_8","Hi_HL60_9","Hi_HL60_10","Hi_HL60_11","Hi_HL60_12","Hi_HL60_13","Hi_HL60_14","Hi_HL60_15","Hi_HL60_16","Hi_HL60_17","Hi_HL60_18","Hi_HL60_19","Hi_HL60_20","Hi_HL60_21","Hi_HL60_22","Hi_HL60_23","Hi_HL60_24","Hi_HL60_25","Hi_HL60_26","Hi_HL60_27","Hi_HL60_28","Hi_HL60_29","Hi_HL60_30","Hi_HL60_31","Hi_HL60_32","Hi_HL60_33","Hi_HL60_34","Hi_HL60_35","Hi_HL60_36","Hi_HL60_37","Hi_HL60_38","Hi_HL60_39","Hi_HL60_40","Hi_HL60_41","Hi_HL60_42","Hi_HL60_43","Hi_HL60_44","Hi_HL60_45","Hi_HL60_46","Hi_HL60_47","Hi_HL60_48","Hi_HL60_49","Hi_HL60_50","Hi_HL60_51","Hi_HL60_52","Hi_HL60_53","Hi_HL60_54","Hi_iPS_1","Hi_iPS_2","Hi_iPS_3","Hi_iPS_4","Hi_iPS_5","Hi_iPS_6","Hi_iPS_7","Hi_iPS_8","Hi_iPS_9","Hi_iPS_10","Hi_iPS_11","Hi_iPS_12","Hi_iPS_13","Hi_iPS_14","Hi_iPS_15","Hi_iPS_16","Hi_iPS_17","Hi_iPS_18","Hi_iPS_19","Hi_iPS_20","Hi_iPS_21","Hi_iPS_22","Hi_iPS_23","Hi_iPS_24","Hi_Kera_1","Hi_Kera_2","Hi_Kera_3","Hi_Kera_4","Hi_Kera_5","Hi_Kera_6","Hi_Kera_7","Hi_Kera_8","Hi_Kera_9","Hi_Kera_10","Hi_Kera_11","Hi_Kera_12","Hi_Kera_13","Hi_Kera_14","Hi_Kera_15","Hi_Kera_16","Hi_Kera_17","Hi_Kera_18","Hi_Kera_19","Hi_Kera_20","Hi_Kera_21","Hi_Kera_22","Hi_Kera_23","Hi_Kera_24","Hi_Kera_25","Hi_Kera_26","Hi_Kera_27","Hi_Kera_28","Hi_Kera_29","Hi_Kera_30","Hi_Kera_31","Hi_Kera_32","Hi_Kera_33","Hi_Kera_34","Hi_Kera_35","Hi_Kera_36","Hi_Kera_37","Hi_Kera_38","Hi_Kera_39","Hi_Kera_40","Hi_GW21.2_1","Hi_GW21.2_2","Hi_GW21.2_3","Hi_GW21.2_4","Hi_GW21.2_5","Hi_GW21.2_6","Hi_GW21.2_7","Hi_GW21.2_8","Hi_GW21.2_9","Hi_GW21.2_10","Hi_GW21.2_11","Hi_GW21.2_12","Hi_GW21.2_13","Hi_GW21.2_14","Hi_GW21.2_15","Hi_GW21.2_16","Hi_GW21_1","Hi_GW21_2","Hi_GW21_3","Hi_GW21_4","Hi_GW21_5","Hi_GW21_6","Hi_GW21_7","Hi_GW21_8","Hi_NPC_1","Hi_NPC_2","Hi_NPC_3","Hi_NPC_4","Hi_NPC_5","Hi_NPC_6","Hi_NPC_7","Hi_NPC_8","Hi_NPC_9","Hi_NPC_10","Hi_NPC_11","Hi_NPC_12","Hi_NPC_13","Hi_NPC_14","Hi_NPC_15","Hi_GW16_1","Hi_GW16_2","Hi_GW16_3","Hi_GW16_4","Hi_GW16_5","Hi_GW16_6","Hi_GW16_7","Hi_GW16_8","Hi_GW16_9","Hi_GW16_10","Hi_GW16_11","Hi_GW16_12","Hi_GW16_13","Hi_GW16_14","Hi_GW16_15","Hi_GW16_16","Hi_GW16_17","Hi_GW16_18","Hi_GW16_19","Hi_GW16_20","Hi_GW16_21","Hi_GW16_22","Hi_GW16_23","Hi_GW16_24","Hi_GW16_25","Hi_GW16_26"
"PEG3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.67,0,1227.03,7.77,0,0,301.72,0,0,0,0,0,0
"HIBCH",84.14,153.76,73.95,140.39,0,177.67,29.79,22.71,0,0,187,0,0,0,125.54,399.18,48.16,1.52,26.42,0,137.65,393.74,0,0,450.94,1.62,464.66,0.36,66.13,395.12,0,45.75,4.57,0,136.75,86.61,70.17,4.3,0,59.15,34.97,38.74,28.96,40.64,43.91,75.62,49.34,17.07,0,33.61,69.46,426.77,78.02,0,39.56,68.54,59.95,61.04,72.47,110.05,21.54,178.53,395.57,607.72,62.62,20.77,89.67,58.05,158.47,0,104.14,71.6,104.48,191.39,192.88,7.06,0,0.53,124.75,47.65,21.96,152.29,48.16,44.01,0,0,92.81,40.04,58,150.1,89.44,23.82,0,74.14,102.24,25.11,57.33,19.32,94.31,19.47,0,33.73,79.74,144.44,8,56.91,60.91,91.41,119.04,116,66.19,28.27,8.26,97.67,75.23,47.21,136.66,64.72,0,127.58,0,790.65,0,0,0,189.1,0,0,4.79,0,186.81,24.65,7.69,0,0,0,22.9,0,71.23,0,0,0,0,139.11,0,0,16.06,0,163.73,16.4,0,0,40.71,8.48,1.87,0,414.94,0,0,5.86,0,0,0,0,0,24.52,0.42,0,0,0.34,17.79,0,54.43,75.03,0.58,167.26,108.48,106.6,36.14,5.45,0,68.02,111.94,93.8,22.59,87.89,154.07,119.91,95.54,179.96,220.07,51.44,1.51,8.61,220.94,172.06,2.59,1.27,98.36,2.12,12.4,93.24,51.89,59.78,110.62,0.57,0,0.48,138.1,15.49,22.6,39.43,2.85,18.78,0,10.83,188.77,38.96,104.52,1.65,66.36,1.14,18.61,0.89,0,150.75,2.44,1.16,1.21,170.35,127.46,0,26.06,3.66,0,0,680,83.07,0,55.32,0,189.64,0,0,1459.79,0,0,22.59,0.68,0,0,360.54,0,0,0,0.15,0,0,0,0,0,178.16,73.69,0,0,111.03,0.37,386.61,117.8,51.81,25.17,0,0.3,3.96,0,0,0,0,0,0,22.2,0,0,5524.1,0,0,0,56.51,6.68,0.53,0.61,0,0,0,1047.03,9.37,0,0,0,0,0
"CAMK2N2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,16.28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.61,2.1,0,0,0,4.94,54.38,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,6.06,0,0,0,0,9.17,0,0,0,0,0,1.63,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,0,0,325.32,154.85,0,0,0,0,0,8.04,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0
"BACE1-AS",1.63,1.89,1.47,1.06,0.54,3.87,2.03,2.83,2.24,1.58,3.13,2.57,0,7.07,1.64,0.72,7.43,0,6.6,1.21,0.98,1.39,1.3,1.27,0.74,2.17,0,1.89,0.55,1.68,1.27,0,1.31,3.74,0.55,0.93,0,129.04,3.95,8.62,2.96,1,6.02,3.73,2.64,0.77,2.96,5.89,1.43,2.41,0,0,3.55,2.3,0,0,3.65,0,0,0,0,0,0,0,0,3.57,0,0,8.34,0,0,0,11.8,0,0,17.46,0,1.35,1.87,0,0,0,0,0,0,2.43,0,1.74,3.33,0,3.43,0,4.89,0,4.59,2.17,3.45,0,0,4.65,0.96,0,1.42,2.18,1.06,6.14,0.86,0,3.03,1.96,0,5.25,2.22,5.71,1.12,0.94,3.1,2.83,0,3.02,3.12,0,84.28,15.27,10.12,3.94,0,0,0,15.18,6.79,3.6,0,0,3.6,2.94,4.6,0,22.54,36.29,3.81,4.47,5.32,5.75,0,2.23,116.2,8.69,2.74,4.68,16.51,16.57,7.29,4.46,9.82,4.28,0,5.49,8.99,0,8.13,23.74,4.26,0,0,0,0.85,1.62,0,0,0,2.05,4.42,22.17,0,0.76,0,0,0,0,0,0.76,0.74,1.02,0,0,3.12,0.65,0,0,3.43,0.74,0,0,0.65,0,0,3.4,2.59,0,0,0,2.39,1.98,0,0,0,1.28,0,1.81,3.09,0,1.93,0,4.74,0,0,0,0,0,4.87,0,1.4,1.17,0,0,3.24,1.54,3.03,0,0,0,0,1.21,0,0.88,2.16,839.52,10.35,7.6,5.26,3.31,6.15,6.16,0,0,9.46,74.65,0,0,4.22,6.28,3.38,4.15,4.26,1.17,3.45,0,2.6,0.62,0.9,2.77,0.12,0,1.57,1.26,0,0,0.89,0,3.79,4.52,0.79,0,0,3.71,7.75,0,5.84,3.72,2.19,2.93,0,2.29,2.34,40.42,1.62,3218.57,2.52,2.79,4.91,1.34,6.28,4.21,0,0,1.95,3.11,2.05,1.67,9.98
"KLHL28",0.46,39.8,1.68,3.24,0.98,22.59,2.94,3.12,1.67,21.49,63.67,15.89,1.6,16.1,86.06,7.66,21.8,47.64,11.84,1.03,0.51,192.64,71.01,0.61,1.65,0.9,0.65,7.75,0.2,2.66,4.23,1.67,0.69,1.02,0.8,0.98,1.56,1.42,9.31,1.11,2.28,0.67,3.07,1.71,0.11,1.7,0.16,5.53,0.19,2.44,6.72,1.57,0.4,1.29,35.35,0.94,16.59,0.94,1.37,74.83,33.5,57.68,3.76,70.57,10.89,0.39,19.46,24.2,4.44,0.79,21.07,12.83,3.05,91.05,3.06,32.3,11.66,2.51,26.44,0,6.4,26.38,1.06,2.52,20.39,17.26,10.91,0.66,3.36,0.18,0.24,9.51,0.17,9.29,1.34,13.68,0,0.26,19.07,0.31,4.91,0.44,0.79,0.73,0.52,0.72,24.82,3.64,63.57,0.95,0.18,5.55,0.59,6.65,0.57,0.92,0.96,0.38,101.44,4.85,3.74,0,90.04,1.77,10.9,5.56,4.98,0.9,2.7,4.71,23.03,1.77,50.92,0.31,2.42,1.4,3.43,3.44,1.6,13.03,4.4,2.82,5.32,1.24,507.95,1.2,12.28,5.75,1.7,0.28,6.16,49.42,4.99,43.85,30.08,3.95,3.53,3.46,4.74,2.84,7.8,8.1,4.54,0.45,0.13,0.16,0.4,0.17,0.33,0.09,0.16,0.16,42.38,70.16,32.29,0.36,34.2,75.23,0.35,34.85,56.54,37.17,0.85,67.16,8.68,46.81,39.4,48.41,61.11,35.58,74.99,19.45,1.37,7.22,1.17,12.37,0,0.53,1.06,0.15,1.3,12.94,0.5,3.08,46.68,0.31,0.77,51.02,1.37,1.72,2.28,0.37,0.4,0,26.04,0.46,1.02,0,0.22,0.15,1.03,0.48,0,0.49,0.33,0,0.17,0.8,3.36,0.29,0.16,13.39,0.86,26.5,5.14,0.38,10.56,2.58,3.39,419.26,4.27,403.28,1.51,176.32,3.7,1.9,491.53,266.31,666.07,182.38,176.92,4.21,311.65,514.11,0.31,0.38,0.57,4.76,211.28,89.92,79.43,73.37,1.11,0.91,0.94,59.06,1.39,0.83,44.24,0.92,1.86,98.78,0.58,1.95,0.63,3.57,37.82,40.54,4.68,3.26,20.65,3.58,0.16,8.14,5.83,0,1.59,1.96,56.88,2.31,4.23,3.52,3.72,6.71,2.34,1689.29,0.51,97.23,1.84,7.46,4.41
"TBC1D10C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.79,0,0,0,0,114.38,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.53,3.13,0,0,0,0,0,0,0,0,0,0,0,0.5,0,20.61,0,0,0,0,7.4,0,0,0,0,0,0,11.61,0,23.54,3.53,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,4.01,0,19.35,0,7.12,0,2.01,0,0,0,0,0,43.42,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF789",0,0,36.61,0,0,0,33.51,0,0,0,0,0,0,1.94,1.34,0,0,0,45.03,44.44,0,0,243.86,0,8.8,0.5,0,3.11,0,0,0,0,0,0,0,8.07,0,0,0,5.38,0,48.44,0.47,16.96,0,27.03,1.88,0.47,0,14.67,0,3.32,0,7.64,0,34.27,0,0,78.48,22.29,34.85,0,0,42.15,0,3.38,0,0,12.77,0,0,0,16.63,0,17.75,0,0,0,0,0,0,0,0,0,0,0,0,2.98,22.99,25.76,0,2.7,9.09,40.27,0.56,21.99,0,0,6.33,0.66,32.16,0,31.71,0,0,0,0,0,95.29,5.11,15.56,23.51,0,0.48,38.96,0,0,0,0,0,0,0,0,0,0,0,19.31,0,0,0,57.09,0,0,0,8.36,31.28,0,0,13.19,136.49,0,0,0,0,0,0,112.74,0,497.59,0,0,0,0,0,17.95,0,3.81,0,0,62.5,0,0,68.95,0,0,0,16.47,0,0,0,0,0,20.3,6.74,0,0,55.34,6.8,0,57.41,0,35.89,0,0,0,0,0,1.19,0,0,0,0,0,4.22,0,0,0,7.89,0,0,0,0,0,0,0,4.13,0,0,0,40.49,2.44,31.94,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,3.52,0,0,0,0,0,959.94,0,14.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,72.76,376.12,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0.96,35.68,0,0,0,0,0,0
"ECD",67.24,0,11.06,98.28,21.6,126.81,2.28,0.38,13.15,35.47,122.58,8.19,3.54,44.56,239.64,0,22.39,21.65,0.52,0.41,0,0,0,0.69,252.86,77.59,118.67,10.8,0,0,0,20.47,0,0,8.14,92.62,0,0,0,25.48,111.32,89.22,15.29,89.9,124.21,75.49,68.24,110.8,116.32,90.51,19.99,233.64,148.85,2.86,291.63,16.96,8.34,16.24,18.69,0,47.04,33.64,12.66,171.96,39.2,10.32,75.88,34.14,41.24,185.07,5.54,7.13,1.88,9.53,98.21,69.98,248.8,0,150.24,112.37,80.66,245.12,70.45,9.19,75.29,164.03,115.77,64.59,3.4,146.14,117.48,51.64,0.38,145.93,55.31,132.46,33.62,58.16,37.06,12.69,33.74,58.89,90.93,34.99,122.31,45.05,109.79,29.25,48.62,3.75,134.36,90.63,129.71,100.56,1.82,221.11,124.93,96.45,0,1.21,10.15,0,1.3,0,8.12,5.64,0,0,1.67,0,0.9,0,8.04,0,0,0.96,3.69,0,0,0,12.09,90.07,0,94.58,0,0,0,0,9.68,87.8,0,5.35,0,5.72,5.03,0,394.12,407.56,4.31,95.9,0,0,0,317.86,0,51.96,44.94,0.32,22.67,0,47.09,63.33,2.09,0.32,221.09,8.48,31.62,88.67,22,0,37.75,251.21,26.12,131.4,46.68,244.29,9.95,104.08,108.87,39.11,2.35,58.75,126.29,8.13,0.44,59.36,12.36,32.87,28.4,36.99,85.11,277.43,158.65,0,303.09,1.53,0,89.24,79.65,90.28,10.21,0,0,118.59,60.1,0,0.94,0,59.81,74.95,22.73,40.04,113.82,330.42,50.61,0.79,0,280.63,136.96,0,35.73,2.65,2.77,97.93,85.09,0,826.73,0.6,0,1.02,1.56,0,0.81,59.7,277.57,0,44.18,20.09,0,352.65,7.39,1.07,0,0,0,0,91.1,0,30.71,50.04,0,0,0,0,141.01,0.5,15.15,0,500.56,0,0,0,74.67,23.38,0,0,0,93.65,0,0,0,0,0,27.54,0,0,0,1.54,87.3,0.55,0,1612.78,6.8,0.84,1.19,0,1.25,0,0,0,3489.08
"MTTP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.38,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.86,0,0,0,0,36.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,116.08,0
"IGF1",0.37,0.24,0.56,1.05,0.16,1.71,1.32,0.73,0.39,1.12,0.42,0.73,0.73,0.68,0.39,0.28,2.31,0.3,1.22,0.57,0.23,0.4,0.27,0.12,0.8,8.68,0.07,0.54,0.53,1.13,2.37,0.34,0.59,0.6,0.21,0.09,0.28,0.06,0.28,1.11,4.3,0.54,0.98,1.08,73.88,0.4,15.4,16.81,0.13,1.01,0,0.71,0,0,0.73,0.85,0,1.13,0.31,0,0,0.4,0.76,0,0.51,0,0,0,0.81,0,0,0.16,0.28,1.41,0.47,0,2.1,0.27,0.18,0,0,0.18,0.24,0,0,0,0,1.31,0.35,0.57,23.62,6.77,0.55,0.65,0.96,240.63,4.06,20.9,1.18,16.87,0.67,3.11,1.16,2.24,0.44,0.62,0.54,0.41,1.77,0.49,0.41,0.3,17.34,0.57,37.83,0.78,0.71,0.82,0,0.57,2.08,0,0.37,0,4.01,0.56,2.15,0.27,1.76,3,1.09,1.25,2.26,0,2.12,3.15,0.18,2.84,4.49,8.33,2.14,2.15,2.59,0,1.68,0,1.69,3.04,1.86,0.47,4.8,0,2.93,1.71,2.2,1.56,2.97,3.12,4.41,0.75,5.5,1.52,2.47,0,0.85,0.07,0.11,0.24,0.06,0.17,0,0,0.08,0.7,0.31,0.4,0.18,0.31,0.14,0.15,0.2,1.18,0.17,0.1,0.17,0.4,0.15,0.06,0.14,6.96,0.42,0.49,0.05,0.22,0.06,0.24,0,0.16,0.72,0.13,0.46,0.65,0,0.41,0.25,0.32,0.47,0.6,0.25,0.52,0.29,0.22,0.55,0,0.3,0.09,0.19,0,0.2,0.42,0.46,0.43,0.13,0.45,0.29,0,0,0,0.58,0.13,0,0.76,0,0.23,0,0.17,1.03,0.73,123.36,350.7,1.25,3.04,1.94,1.47,1.19,0.57,2.62,2.57,0.71,0.21,2.4,1.28,1.03,0.93,0.42,0.26,0.11,2.16,1.78,0.53,0.69,0.53,0.26,0.25,0.3,0.36,0.35,0.15,0.17,0.33,0.22,0.85,0.15,0.13,0.07,1.62,3.72,0,1.24,0.79,1.27,1.59,0.37,1.23,0.53,0.04,0.71,0.09,1.37,1.44,1.25,0.84,1.41,0.88,0.33,0.71,0.11,0.25,0.72,0.79,3.47
"RPUSD4",0,0,0,2.5,111.42,24.72,0.29,0,0,78.97,0,16.22,0,0,0,0,0.88,23.05,75.42,0,0,0,0,0,116.67,41.48,0.15,29.71,143.73,0,0,0,0,0,0,15.82,0,35.82,10.97,136.53,32.51,196.32,10.94,58.87,2.1,68.89,24.88,23.63,45.92,4.26,73.82,15.18,0,0,120.97,0,0,0,0,0,9.89,64.4,1.17,204.41,14.1,4.41,0,0,0,17.45,0,0,1.71,60.63,64.9,10.64,0,12.78,0,0,0,0,0,0,47.91,13.35,0,32.11,29.38,28.31,87.53,43.72,0,61.19,1.4,26.04,28.71,104.98,33.32,93.24,43.45,12.72,71.69,98.03,16.12,121.84,140,20.42,112.81,2.81,40.7,217.95,63.3,2.71,3.41,57.37,86.57,116.6,0,171.7,0,82.45,10.59,465.32,3.02,72.75,0,0,7.46,0,243.73,144.66,0,0,75.86,12.33,0,0,80.57,0,13.93,31.69,8.75,0,0,34.15,8.32,0,27.26,122.21,0,75.74,0,9.22,0,25.71,0,4.81,0,606.51,326.59,770.98,198.6,0,11.52,0,3.11,0,142.04,7.42,16.85,0.45,0.77,1.2,0.3,27.01,0,134.29,0.33,0,0,0,29.87,7.49,192.61,89.4,5.73,1.15,31.89,0,40.36,146.58,96.52,133.25,6.28,43.54,8.01,0,0.75,0,100.51,0,0,9.22,93.17,54.3,0,0,38.58,39.43,93.26,0,58.49,0,35.69,0,0,0,103.37,0,0,191.06,25.33,0,0,18.88,0,67.04,0,47.76,1.33,0,0,0.71,0,0,0,0,0,0,0,0,235.43,9.04,0,0,0,0.88,0,0,0,545.38,0,0,0,0,0,419.77,0,0,0,0,0,0,0,0,0,0.23,0,0,0,423.24,0,0.39,0,0,2916.19,0,0,0.4,0,0,0,0,0,0,0,0,0.37,0,765.54,0,0,0,702.44,0.49,0,0,0,0,0
"WWC1",0.16,2.78,28.45,1.35,4.39,28.63,15.28,0.98,0.23,0.16,9.13,0.27,11.84,4.8,0.25,6.05,3.04,0.08,0.14,1.72,1.8,0.07,0.07,0.12,0.22,0,0,0,0.11,1.71,0.19,0,0.09,0.2,0.06,0.1,0.08,0.06,0.09,0,0.08,0.11,0.28,0.15,0.64,0,0.21,0.26,0,0.39,0,0,0.39,0,0,36.57,0,0,0,0,0,0,0,11.33,0.55,0,0,0,0.25,0,0,0,0.15,0,0.55,0,0,0,0.39,0,0,0,0,0,0,0,0,0.32,0.1,0.47,0.12,0.17,0.1,0,0,0.12,0.89,0.14,0.27,0.16,0.55,0,0.48,0.47,0.35,0.48,0.19,0,0,0.02,0.24,0,0.11,0.45,0.03,0.42,0.04,0.22,0,0,0,0,0,1.72,1.58,0,0.88,0,0.43,1.08,0,0.19,0.52,0.3,1.52,0.62,2.19,0,1.81,2.35,0.59,0.46,0,0.89,0.74,0.01,0,1.4,0.57,0,0,0,0.37,0,0,0.35,0.47,0,1.55,0.4,0,1.67,0,0.16,0,0,0,0,0,0,0,0.08,0.1,0.1,0.06,0,2.96,6.07,0,0.02,9.99,0.27,0,0.57,0.67,0.06,0.24,2.54,3.2,0.31,0.87,7.3,0.05,1.11,0,0.19,12.97,0,0,21.48,0,0.36,7.46,5.61,22.08,3.36,0,0,0.27,12.6,28.36,2.26,0.2,0,3.07,0,0,0,17.36,21.2,0,3.09,28.75,0,0,0.61,0,15.29,0.67,5.19,0,0,5.83,1.84,0,1.48,0.88,0.59,0.53,1.15,0,0.56,0.33,0.08,0,0,0.32,0.91,0.18,0.23,68.33,278.43,0.06,0.8,0,0.04,0.12,0,0.4,0.13,0.09,0.15,0.06,0,0.16,0,0.1,0.16,0,0,0,0.46,0.08,0,0.31,163.39,0.7,0,0,1.11,119.66,0,0.08,0.48,0.19,0,0.15,0,0.42,0,5.13,352.34,0.16,0.23,0,0,0,0,0.31,0.34,0
